0.484738,-0.0207085,0,0,0,-0.0174406,0.999848,0,0.5
0.915826,0.0154556,0,0,0,-0.0135162,0.999909,0,0.5
1.34132,0.00128748,0,0,0,-0.135195,0.990819,0,0.5
1.47894,-0.0429169,0,0,0,-0.242569,0.970134,0,0.5
1.60382,-0.128691,0,0,0,-0.339358,0.940657,0,0.5
1.96529,-0.529977,0,0,0,-0.437957,0.898996,0,0.5
2.34118,-0.917781,0,0,0,-0.320757,0.947162,0,0.5
2.51414,-1.01599,0,0,0,-0.221543,0.975151,0,0.5
2.71087,-1.07966,0,0,0,-0.114533,0.993419,0,0.5
3.13293,-1.1363,0,0,0,-0.0214815,0.999769,0,0.5
3.54793,-1.15085,0,0,0,-0.00378599,0.999993,0,0.5
