0.484738,-0.0207085,0,0,0,-0.0174406,0.999848,0,3
0.915826,0.0154556,0,0,0,-0.0135162,0.999909,0,3
1.34132,0.00128748,0,0,0,-0.135195,0.990819,0,3
1.47894,-0.0429169,0,0,0,-0.242569,0.970134,0,3
1.60382,-0.128691,0,0,0,-0.339358,0.940657,0,3
1.96529,-0.529977,0,0,0,-0.437957,0.898996,0,3
2.34118,-0.917781,0,0,0,-0.320757,0.947162,0,3
2.51414,-1.01599,0,0,0,-0.221543,0.975151,0,3
2.71087,-1.07966,0,0,0,-0.114533,0.993419,0,3
3.13293,-1.1363,0,0,0,-0.0214815,0.999769,0,3
3.54793,-1.15085,0,0,0,-0.00378599,0.999993,0,3
3.95012,-1.15683,0,0,0,0.00895584,0.99996,0,3
4.37118,-1.15177,0,0,0,-0.00933753,0.999956,0,3
4.77503,-1.15727,0,0,0,0.0109812,0.99994,0,3
5.19177,-1.1591,0,0,0,-0.0327492,0.999464,0,3
5.38124,-1.18865,0,0,0,-0.137535,0.990497,0,3
5.47901,-1.22586,0,0,0,-0.241612,0.970373,0,3
5.59154,-1.31778,0,0,0,-0.430066,0.902797,0,3
5.62641,-1.36445,0,0,0,-0.520884,0.853628,0,3
5.6757,-1.55997,0,0,0,-0.679948,0.73326,0,3
5.69249,-1.95928,0,0,0,-0.689867,0.723936,0,3
5.74883,-2.37291,0,0,0,-0.623607,0.781738,0,3
5.92009,-2.75509,0,0,0,-0.460585,0.887615,0,3
6.25095,-3.06539,0,0,0,-0.268823,0.96319,0,3
6.46565,-3.16893,0,0,0,-0.167057,0.985947,0,3
6.88693,-3.2864,0,0,0,-0.0930133,0.995665,0,3
7.30126,-3.4051,0,0,0,-0.143262,0.989685,0,3
7.7176,-3.54224,0,0,0,-0.127643,0.99182,0,3
7.82393,-3.56016,0,0,0,-0.022143,0.999755,0,3
7.87104,-3.55949,0,0,0,0.0813796,0.996683,0,3
7.90769,-3.5489,0,0,0,0.187028,0.982355,0,3
7.93032,-3.53543,0,0,0,0.287538,0.957769,0,3
7.95018,-3.51689,0,0,0,0.384615,0.923077,0,3
7.96158,-3.50263,0,0,0,0.481549,0.876419,0,3
7.97692,-3.48828,0,0,0,0.567673,0.823254,0,3
7.98551,-3.44542,0,0,0,0.723418,0.69041,0,3
7.98507,-3.42474,0,0,0,0.794027,0.607882,0,3
7.97075,-3.39621,0,0,0,0.900431,0.434998,0,3
7.9612,-3.38296,0,0,0,0.942803,0.333351,0,3
7.92994,-3.36268,0,0,0,0.971907,0.235364,0,3
7.64972,-3.31191,0,0,0,0.998801,0.0489491,0,3
7.23423,-3.27582,0,0,0,0.999384,0.0350856,0,3
6.82027,-3.22544,0,0,0,0.994147,0.108037,0,3
6.63326,-3.16657,0,0,0,0.97797,0.208746,0,3
6.19928,-2.85712,0,0,0,0.919278,0.393608,0,3
5.93207,-2.48848,0,0,0,0.846516,0.532363,0,3
5.76912,-2.09985,0,0,0,0.799335,0.600885,0,3
5.67848,-1.69484,0,0,0,0.738347,0.674422,0,3
5.64247,-1.38743,0,0,0,0.798353,0.60219,0,3
5.58958,-1.24552,0,0,0,0.854666,0.519179,0,3
5.56852,-1.21782,0,0,0,0.904628,0.426202,0,3
5.52756,-1.18048,0,0,0,0.946488,0.322739,0,3
5.48177,-1.15372,0,0,0,0.973984,0.226615,0,3
5.41079,-1.1307,0,0,0,0.991993,0.126295,0,3
5.25627,-1.10986,0,0,0,0.999728,0.0233093,0,3
5.04205,-1.11379,0,0,0,-0.999794,0.0203034,0,3
4.61929,-1.13465,0,0,0,-0.999738,0.0228981,0,3
4.20818,-1.14559,0,0,0,-0.999989,0.00472201,0,3
3.98639,-1.14423,0,0,0,0.999628,0.0272591,0,3
3.56528,-1.12271,0,0,0,0.999355,0.0359085,0,3
3.136,-1.09315,0,0,0,0.999702,0.0243974,0,3
2.69915,-1.03603,0,0,0,0.990981,0.133999,0,3
2.25014,-0.823949,0,0,0,0.955705,0.294327,0,3
1.79358,-0.504933,0,0,0,0.942524,0.334139,0,3
1.40655,-0.163913,0,0,0,0.940365,0.340166,0,3
0.955915,0.157788,0,0,0,0.968027,0.250847,0,3
0.785074,0.229395,0,0,0,0.988349,0.152203,0,3
0.646236,0.260817,0,0,0,0.998748,0.0500279,0,3
0.42357,0.265705,0,0,0,-0.999914,0.0131368,0,3
