2.60755,2.51798,0,0,0,0.696464,0.717592,1,3
2.56281,2.96538,0,0,0,0.675368,0.737481,0,3
2.53419,3.2956,0,0,0,0.675061,0.737762,0,3
2.56998,3.79326,0,0,0,0.688517,0.72522,0,3
2.60826,4.14274,0,0,0,0.685838,0.727754,0,3
2.6249,4.48535,0,0,0,0.683188,0.730243,0,3
2.64603,4.91204,0,0,0,0.697345,0.716736,0,3
2.56646,5.20267,0,0,0,0.719493,0.694499,0,3
2.70528,5.50451,0,0,0,0.719457,0.694537,0,3
2.62367,5.93639,0,0,0,0.728831,0.684693,0,3
2.64842,6.44912,0,0,0,0.71623,0.697865,0,3
2.54288,6.91025,0,0,0,0.721161,0.692768,0,3
2.52594,7.38507,0,0,0,0.727355,0.686261,0,3
2.5191,7.88232,0,0,0,0.731609,0.681725,0,3
2.47016,8.23581,0,0,0,0.726616,0.687043,0,3
2.4267,8.54219,0,0,0,0.725866,0.687836,0,3
2.52846,8.86849,0,0,0,0.722737,0.691123,0,3
2.37145,9.14745,0,0,0,0.733551,0.679635,0,3
2.41101,9.47583,0,0,0,0.737068,0.675819,0,3
2.39228,9.80344,0,0,0,0.739236,0.673447,0,3
2.37175,10.288,0,0,0,0.736257,0.676702,0,3
2.3249,10.6831,0,0,0,0.73832,0.67445,0,3
2.26324,10.9837,0,0,0,0.737912,0.674897,0,3
2.21311,11.4195,0,0,0,0.736989,0.675905,0,3
2.16076,11.7328,0,0,0,0.738118,0.674672,0,3
2.11262,12.0885,0,0,0,0.735696,0.677311,0,3
2.0677,12.5474,0,0,0,0.736636,0.67629,0,3
2.02859,12.8789,0,0,0,0.730904,0.68248,0,3
1.98009,13.1945,0,0,0,0.73438,0.678739,0,3
1.98383,13.501,0,0,0,0.742722,0.669599,0,3
1.88579,13.8453,0,0,0,0.753831,0.657068,0,3
1.7876,14.2527,0,0,0,0.781604,0.623775,0,3
1.73066,14.6858,0,0,0,0.762706,0.646745,0,3
1.77621,15.0574,0,0,0,0.754029,0.656841,0,3
2.05096,15.2837,0,0,0,0.750309,0.661087,0,3
2.25274,15.6241,0,0,0,0.747389,0.664387,0,3
2.20732,15.9958,0,0,0,0.758067,0.652177,0,3
2.14385,16.2907,0,0,0,0.797421,0.603423,0,3
2.01705,16.574,0,0,0,0.862899,0.505376,0,3
1.83784,16.8359,0,0,0,0.894397,0.447274,0,3
1.5963,17.0874,0,0,0,0.943137,0.332406,0,3
1.43948,17.1869,0,0,0,0.975427,0.220324,0,3
1.12028,17.2843,0,0,0,0.993246,0.116024,0,3
0.79403,17.3146,0,0,0,0.999845,0.0176063,0,3
0.681293,17.313,0,0,0,-0.999846,0.0175338,0,3
0.35718,17.2845,0,0,0,-0.999541,0.0303114,0,3
-0.0832327,17.2534,0,0,0,-0.999583,0.028864,0,3
-0.405145,17.2327,0,0,0,-0.999516,0.0311185,0,3
-0.717995,17.2066,0,0,0,-0.999619,0.0276182,0,3
-1.03673,17.1984,0,0,0,-0.999921,0.0125392,0,3
-1.46819,17.1874,0,0,0,-0.999807,0.019635,0,3
-1.7916,17.1677,0,0,0,-0.999634,0.0270522,0,3
-2.12462,17.1464,0,0,0,-0.999756,0.0220719,0,3
-2.53615,17.123,0,0,0,-0.999679,0.0253397,0,3
-2.86171,17.1017,0,0,0,-0.999704,0.0243448,0,3
-3.19394,17.0895,0,0,0,-0.999909,0.0134978,0,3
-3.51978,17.0758,0,0,0,-0.999915,0.0130719,0,3
-3.83596,17.0631,0,0,0,-0.999833,0.0182519,0,3
-4.24826,17.0423,0,0,0,-0.999998,0.00211224,0,3
-4.35609,17.0404,0,0,0,0.999951,0.00989929,0,3
-4.67467,17.0439,0,0,0,0.999969,0.00791657,0,3
-4.99897,17.0478,0,0,0,0.999827,0.0185749,0,3
-5.33357,17.0673,0,0,0,0.998797,0.0490276,0,3
-5.66127,17.1062,0,0,0,0.99604,0.0889058,0,3
-5.9974,17.1535,0,0,0,0.998605,0.0528022,0,3
-6.45328,17.2679,0,0,0,0.969203,0.246265,0,3
-6.6689,17.4111,0,0,0,0.938581,0.345059,0,3
